created_at,text,User_Location,lang,retweeted,reweet_count
Tue Apr 07 15:20:19 +0000 2020,LetmeJdown  hows Canada,MIA NYC,es,FALSE,0
Tue Apr 07 15:20:19 +0000 2020,1119ET PM Justin TrudeauWhat we must do Stay inside even if it is nice outsideWe need to do this if we want ,Toronto,en,FALSE,0
Tue Apr 07 15:20:18 +0000 2020,RT sunlorrie City of Ottawa accused of going too far with ticketing blitz to enforce physical distancing rules The point is to achieve,Toronto Canada,en,FALSE,34
Tue Apr 07 15:20:18 +0000 2020,RT XRVancouverBC Indigenous fear Canada work camps will be coronavirus incubatorsConstruction work on pipelines dams raises risk of CO,Unceded Coast Salish territory,en,FALSE,4
Tue Apr 07 15:20:17 +0000 2020,iamharaldur I feel lucky to live in Canada,Vancouver  Canada,en,FALSE,0
Tue Apr 07 15:20:16 +0000 2020,triceratopsjr DeeMagicGurl Haha fair enough Some gems there  We had Leonard Nimoy hosting a show about movies ,,en,FALSE,0
Tue Apr 07 15:20:16 +0000 2020,RT CTAAlberta Apr 7 is GreenShirtDay  just 2 yrs ago the LoganBouletEffect spiked organdonor registration rates across Canada giving,Brooks  AB,en,FALSE,4
Tue Apr 07 15:20:14 +0000 2020,Great article in The Atlantic policymakers in Canada at all levels should read it  ,Peterborough  ON,en,FALSE,1
Tue Apr 07 15:20:14 +0000 2020,Le fdral a conclu des ententes avec plusieurs entreprises dont Thornhill et CAE dans lobjectif de produire jus ,Ottawa,fr,FALSE,0
Tue Apr 07 15:20:14 +0000 2020,RT USAenEspanol Viajeros Ciudadanos de Estados Unidos Inscrbase en  para recibir alertas y ser localizado En ca,Lima  Peru ,es,FALSE,19
Tue Apr 07 15:20:14 +0000 2020,RT victorororia36 Enjoying the stream JackSepticEye  Ive been in quarantine for 24 days now Things in my province in Canada arent,,en,FALSE,1
Tue Apr 07 15:20:14 +0000 2020,RT AnnieClaireBO Trudeau says gov is working with Thornhill Medical CAE Ventilators for Canadians and a group led by StarFish Medical,Ottawa Ontario Canada,en,FALSE,1
Tue Apr 07 15:20:13 +0000 2020,TODAY Those born in April May and June can apply for the Canada Emergency Response Benefit CERB Online at ,Ottawa  ON,en,FALSE,0
Tue Apr 07 15:20:13 +0000 2020,Miguna is conspicuously absent from these streets God forbid he isnt isolated in Canada as the pandemic becomes the GENERAL,Nairobi  Kenya,en,FALSE,0
Tue Apr 07 15:20:13 +0000 2020,RT picardonhealth Memo to the rest of Canada DrBonnieHenry and BC are getting it right by laying all their cards on the table Every,Canada,en,FALSE,340
Tue Apr 07 15:20:12 +0000 2020,Trudeau 30 000 ventilateurs mis en production au Canada,Chelsea  QC,fr,FALSE,0
Tue Apr 07 15:20:12 +0000 2020,Las mascarillas N95 y la ayuda de emergencia ya estn camino a Canad ,Toronto  Ontario,es,FALSE,0
Tue Apr 07 15:20:12 +0000 2020,7Abr Coronavirus Casos recuperadosVenezuela  65Ecuador  100Brazil  127UK  135Portugal  184Argentina  ,Venezuela,es,FALSE,13
Tue Apr 07 15:20:12 +0000 2020,Brownfield siempre habla claro El que no entiende es porque no quiere  va eltiempo,,es,FALSE,3
Tue Apr 07 15:20:12 +0000 2020,RT steeletalk PM today  we need a sustainable stable supply of PPE  and that means making them at home  Working with several Canadians,Metro Vancouver,en,FALSE,1
Tue Apr 07 15:20:11 +0000 2020,insurance Canada ICBC bcpoli ,Canada,und,FALSE,0
Tue Apr 07 15:20:11 +0000 2020,RT PPCpfdsddo morininfo Le seul parti fdral  prner une vraie dmondialisation dont une retrait complet du Canada de toutes les ente,,fr,FALSE,1
Tue Apr 07 15:20:11 +0000 2020,100 Linen Shirt Three Quarter Sleeve ShirtsVisit Russia France Italy Germany ,USA,en,FALSE,0
Tue Apr 07 15:20:10 +0000 2020,RT CBCNews Small business owners are worried it may take them five or ten years to recover from the COVID19 pandemics economic effects,,en,FALSE,19
Tue Apr 07 15:20:10 +0000 2020,RT PabloRockseyM MsFoulwind dornermartina CruelHorizon jamtako3 Onlyrockradio markwinder8 RufuskingBand Larisarockfan on,Asquith  Saskatchewan ,en,FALSE,1
Tue Apr 07 15:20:10 +0000 2020,Trudeau announces deals to put another 30000 ventilators into production in CanadaThats a huge number on top of ,Ottawa,en,FALSE,8
Tue Apr 07 15:20:09 +0000 2020,CMillz poolsadie CBCQueensPark CBCToronto I am amazed how little ppl know about the basic facts of how healthcare works in Canada,,en,FALSE,0
Tue Apr 07 15:20:09 +0000 2020,RT pcryan5  BCs fortune comes from the person who speaks to British Columbians at every news conferenceBonnie Henry stays at pr,,en,FALSE,1
Tue Apr 07 15:20:08 +0000 2020,RT DiabetesCanada Donation bins are not for garbage Please do not dump unwanted items at these bins  we are seeking your assistance in,St  John s,en,FALSE,13
Tue Apr 07 15:20:08 +0000 2020,RT mikebechthold Theres lots on the RFCRAF Canada but less on the UK training system Ive found Michael Skeets article on ,Texas,en,FALSE,1
Tue Apr 07 15:20:08 +0000 2020,RT KatieOGrady4 FIDGET SPINNERSNever FORGET,Rutland VT ,en,FALSE,4
Tue Apr 07 15:20:07 +0000 2020,RT agentmilburn SO excited that TheSilentTreatment by AbbieGreaves1 is published in the US amp Canada today  ,,en,FALSE,3
Tue Apr 07 15:20:06 +0000 2020,Court Of Appeal Summaries January 20  January 24 2020 ,Canada,en,FALSE,0
Tue Apr 07 15:20:05 +0000 2020,Canada 2018 ,Manilaaaa,es,FALSE,0
Tue Apr 07 15:20:04 +0000 2020,UPDATED  In unprecedented move stores allowed to open on Good Friday  but some are taking a passcovid19nfld ,St  John s  N L ,en,FALSE,0
Tue Apr 07 15:20:04 +0000 2020,RT JNKancir Canada you dont need another reason to love bonniehenry but this brilliantly smart caring and humble human is a fierce,Canada,en,FALSE,324
Tue Apr 07 15:20:03 +0000 2020,Sysy7578 Michel78118339 quel  Le Canada ou France,H  Weinsteins casting couch,pt,FALSE,0
Tue Apr 07 15:20:03 +0000 2020,Trudeau says the govt is offering FT jobs to military reservists Health Canada is recruiting volunteers to help o ,Toronto,en,FALSE,1
Tue Apr 07 15:20:03 +0000 2020,RT ntqrt Sad tale of unionbusting amp low wages w no pension 4 nursinghome workers in Canada Now BC sez every worker will be hired fu,PEI Canada,en,FALSE,1
Tue Apr 07 15:20:02 +0000 2020,Look at this little UCP fetus try to lecture an adult in fact  This idiot probably thinks bitumen belongs in the ,,en,FALSE,0
Tue Apr 07 15:20:02 +0000 2020,RT virnyah Tontita el seor Maalich que tienen un Magister en Epidemiologua en Canad ocupa una metfora para que cualquier persona,Santiago de Chile,es,FALSE,507
Tue Apr 07 15:20:00 +0000 2020,Ive been on hold with service Canada for over an hour and there doesnt seem to be any human contact for the foreseeable future ,,en,FALSE,0
Tue Apr 07 15:20:00 +0000 2020,RT uzikamozi COVID19 Coquitlam company retools will be first in Canada to produce N95 respirators ,,en,FALSE,1
Tue Apr 07 15:20:00 +0000 2020,SepaQue De acuerdo con el diario Panorama dicha explosin dej sin luz al momento a la poblacin de Maracaibo Sa ,Caracas  Venezuela,es,FALSE,4
Tue Apr 07 15:20:00 +0000 2020,JorgeArreaza exhorta a Canad rectificar de su poltica contra Venezuela  ,Caracas  Venezuela,es,FALSE,0
Tue Apr 07 15:20:00 +0000 2020,Sun Life Manuvie Canada Vie Morneau Shepell Dialogue EQ Care assureurs et fournisseurs de solutions de tlm ,Montral  QC,fr,FALSE,0
Tue Apr 07 15:20:00 +0000 2020,PM Trudeau reminds us we need to follow the physical distancing measures this spring so we can have a good summer ,Montral  Qubec,en,FALSE,2
Tue Apr 07 15:19:59 +0000 2020,LowesCanada Thank you your site is the only one that works right now  Im a big fan Thank you for having a mod ,Toronto  Ontario,en,FALSE,0
Tue Apr 07 15:19:59 +0000 2020,ACSPCanada We get into trouble step by step under your leadershipWe were at low risk several weeks agoBut why c ,,en,FALSE,0
Tue Apr 07 15:19:59 +0000 2020,It launched yesterday in the US and Canada with 50 new original shows and is now available for free for 90 days i ,Montral  PQ,en,FALSE,0
Tue Apr 07 15:19:58 +0000 2020,Trudeau says the government is teaming up with several medical companies to produce 30000 made in Canada ventilators cdnpoli COVID19,Ottawa  Ontario,en,FALSE,10
Tue Apr 07 15:19:58 +0000 2020,PM Trudeau announces Canadian companies will produce up to 30000 ventilators that will be made in Canada cdnpoli coronavirus COVID19,Ottawa  ON,en,FALSE,13
Tue Apr 07 15:19:56 +0000 2020,Trudeau says gov is working with Thornhill Medical CAE Ventilators for Canadians and a group led by StarFish Med ,Ottawa,en,FALSE,1
Tue Apr 07 15:19:56 +0000 2020,MollyJongFast kayleighmcenany No,None ya business,und,FALSE,0
Tue Apr 07 15:19:56 +0000 2020,RT HarjitSajjan JensStoltenberg amp I agree on the need for NATO countries to continue to fight COVID19 while maintaining a strong oper,Ontario  Canada,en,FALSE,45
Tue Apr 07 15:19:56 +0000 2020,Brixton1115 Scribulatora Bc the puppet press in Canada is controlled by RW corps what else could we expect from ,,en,FALSE,0
Tue Apr 07 15:19:55 +0000 2020,COVID19 response Canada offers fulltime work to all military reservists  via nationalpost,London  ON,en,FALSE,0
Tue Apr 07 15:19:55 +0000 2020,RT 43Watch nationalpost Hey Canada do you support bailout for media organizations,Middle East,en,FALSE,147
Tue Apr 07 15:19:54 +0000 2020,RT jeffmacarthur Congrats NovaScotia were pretty much the worst province in Canada at not going out during coronavirus Eg baseline,T  31 777468 35 229909,en,FALSE,1
Tue Apr 07 15:19:53 +0000 2020,RT TheWpgChamber Stats Canada and the Chamber network have created a national survey to measure current business conditions Results will,Manitoba,en,FALSE,1
Tue Apr 07 15:19:53 +0000 2020,RT IAizkorbe Ampliar el Presupuesto en Atencion Primaria del 16 actual al 25 es defender la Sanidad Publica Lo recomienda la OMS Aten,Espaa,es,FALSE,2
Tue Apr 07 15:19:53 +0000 2020,RT JosefinaVidalF Professorjournalistauthor skimber from Canada Because of the American blockade Cubans cant receive donated C,Cuba,en,FALSE,101
Tue Apr 07 15:19:53 +0000 2020,KathieScouten VDVFalcon MeganHeather CPHOCanada Its pretty horrific that a known positive case was not per ,Vancouver Canada ,en,FALSE,0
Tue Apr 07 15:19:52 +0000 2020,RT PresidenciaCuba De regreso a Canad parti el paciente Michael Glafhestea quien fuera dado de alta clnica en el Hospital Militar,,es,FALSE,112
Tue Apr 07 15:19:51 +0000 2020,Minha tia que mora no Canad disse que o governo est dando um auxlio de 2000 dlares pra quem ficou desempregado ,Infelizmente Teresina,pt,FALSE,0
Tue Apr 07 15:19:50 +0000 2020,NameForMyTweets DwnDak CBCAlerts YawnCanada is stupid,Ann Arbor  MI ,en,FALSE,0
Tue Apr 07 15:19:50 +0000 2020,NikaMoeini EnactusCanada Thanks so much,Halifax  Nova Scotia,en,FALSE,0
Tue Apr 07 15:19:49 +0000 2020,Ann Bressington bravely exposes UN Agenda 21 that is now UN Agenda 2030 Agenda 2030 was adopted by our Canadian F ,Fighting 4 Freedoms We ve Lost,en,FALSE,0
Tue Apr 07 15:19:49 +0000 2020,This is great news but forgive me for wanting to wait until delivery has been received before celebrating ,,en,FALSE,0
Tue Apr 07 15:19:48 +0000 2020,VictoriaLBruce Canada France Tahiti,Earth,tr,FALSE,0
Tue Apr 07 15:19:48 +0000 2020,What its like for couriers who keep delivering so you can stay homeBy HaydnWatters ,Oshawa  Ontario,en,FALSE,0
Tue Apr 07 15:19:47 +0000 2020,RT FIDEchess A firstever mass online chess competition between youth teams from Russia amp Canada took place on April 5In a hardfou,,en,FALSE,23
Tue Apr 07 15:19:47 +0000 2020,RT AnikaScott1 Finally My debut novel The German Heiress is out in the US and Canada TODAY Cant wait for readers to travel back to Ge,New Jersey  USA,en,FALSE,9
Tue Apr 07 15:19:47 +0000 2020,RT Markfry809 I want to applaud 3M for making a deal with Canada to supply masks And to condemn Donald Trump for taking the unconscionab,United States,en,FALSE,29
Tue Apr 07 15:19:47 +0000 2020,RT jacklegault First deposit of 1000 this morning Thank you Canada,,en,FALSE,1
Tue Apr 07 15:19:46 +0000 2020,RT ubiworks We have created a StepByStep Video WalkThrough on how to apply for the CERB Canada Emergency Response BenefitSee our,,en,FALSE,24
Tue Apr 07 15:19:46 +0000 2020,Trudeau has more than 5000 offers from CANADIAN companies offering to make all types of PPE as well as ventilators ,Canada  Jamaica ,en,FALSE,0
Tue Apr 07 15:19:46 +0000 2020,RT sarahlazare For those on the left calling for US to invoke Defense Production Act to force the production of PPE amp med supplies what,Chicago,en,FALSE,4
Tue Apr 07 15:19:46 +0000 2020,Thanks stefanyvie kaittouesnard katiezajner and  ForseyWilliam As all alumni we can agree that Enactus has s ,Canada,en,FALSE,0
Tue Apr 07 15:19:45 +0000 2020,Today the PM is announcing production of more supplies amp medical equipment in Canada nearly 5000  companies hav ,Ottawa   Montral,en,FALSE,18
Tue Apr 07 15:19:45 +0000 2020,RT pnwkate Go look outside everyone  a lovely nearly full moon  so beautiful Monday 830pm 6 April 2020 moon deltabc vancouver,Tokyo Japan,en,FALSE,13
Tue Apr 07 15:19:45 +0000 2020,3M Strikes Deal With Trump Administration To Continue Mask Exports To Canada  HuffPost Canada  via GoogleNews,Toronto,en,FALSE,0
Tue Apr 07 15:19:45 +0000 2020,lespolitiques JustinTrudeau fordnation CPHOCanada Maybe a big reason  y JT cantwont do   Would reveal ex ,Vancouver British Columbia,en,FALSE,0
Tue Apr 07 15:19:45 +0000 2020,RT cmaconthehill When he provides his daily update today Prime Minister JustinTrudeau will focus on private companies in Canada steppin,Ottawa,en,FALSE,15
Tue Apr 07 15:19:44 +0000 2020,RobynUrback If conservatives were running the country right now wed have even bigger troubles How bout being a t ,Citizen of the World,en,FALSE,0
Tue Apr 07 15:19:43 +0000 2020,RT CBCHamilton It was so lovely 10000 Easter flowers showed up on the doorsteps of Hamilton area homes  CBC News , canada,en,FALSE,33
Tue Apr 07 15:19:42 +0000 2020,dstluke Abby0Abigail davidmweissman so why engage in bad faith arguments against the most progressive candidate ,,en,FALSE,0
Tue Apr 07 15:19:42 +0000 2020,Winter testing on LRT vehicles conducted indoors  CBC News ,,en,FALSE,1
Tue Apr 07 15:19:41 +0000 2020,cherkathy ChazBono HillaryClinton Yes I feel for all Americans  Im in Canada and everytime that man opens his ,Toronto  ON,en,FALSE,0
Tue Apr 07 15:19:41 +0000 2020,RT PeterZeihan You have to admit with air travel more or less offline now is a perfect time to sneak a pipeline past protesters  ,Earth  Allegedly,en,FALSE,30
Tue Apr 07 15:19:41 +0000 2020,RT EXOeventsTO EXOeventsTO amp EXOCanada PRESENTS SUHO 1ST SOLO ALBUM GIVEAWAY  2 Winners canadaww  must be following EXOev,Indonesia,en,FALSE,95
Tue Apr 07 15:19:41 +0000 2020,RT DePutterPublish COVID19 WorldwideMany casesampdeaths growth rates are decreasing quickly  good news for SpainJapans recent growt,London  ON,en,FALSE,2
Tue Apr 07 15:19:38 +0000 2020,Just A Little Means So Much  Standardbred Canada VancityReynolds is a gem  ,Ontario,en,FALSE,0
Tue Apr 07 15:19:38 +0000 2020,RT JdeMontreal Aprs avoir rpt pendant des semaines que le port du masque non mdical ntait pas utile pour freiner la propagation du,,fr,FALSE,7
Tue Apr 07 15:19:38 +0000 2020,Happy Birthday to the KingOfTheWorld RajaAliKotWottawa ontario canada myottawa wrestling prowrestling ,379 Waverley St  Ottawa  Ont ,en,FALSE,0
Tue Apr 07 15:19:38 +0000 2020,This is how its done Well done Canada StayHome BeKind   ,Toronto  ON,en,FALSE,0
Tue Apr 07 15:19:37 +0000 2020,dianamurphy613 MSM in Canada has a long way to go in restoring credibility Its never to late to start and shoul ,Manitoba  Canada,en,FALSE,0
Tue Apr 07 15:19:37 +0000 2020,COVID19 Coquitlam company retools will be first in Canada to produce N95 respirators   Gr ,,en,FALSE,3
Tue Apr 07 15:19:37 +0000 2020,RT p2OO5 KimXi Throwback  April 7 2017Kim Chiu amp Xian Lim on their way to Canada for a showFr Kims IGstory ,Makati City,en,FALSE,11
Tue Apr 07 15:19:37 +0000 2020,RT mmccdenier COVID19 Brace for a 30 Drop in Canadas Housing Market I said that to someone just the other night ,Canada,en,FALSE,5
Tue Apr 07 15:19:37 +0000 2020,RT ntqrt Would u wear one on a bus A train A car Green eggs n ham amp Masks4All in Canada  CPHOCanada now sez You could use 1 on,PEI Canada,en,FALSE,0
Tue Apr 07 15:19:37 +0000 2020,Retired President Of Microsoft Canada Frank Clegg 5G Wireless IS NOT SAFE,Groningen,en,FALSE,0
Tue Apr 07 15:19:36 +0000 2020,VE9KK Software can bring you joy or grey hair  amateurradio diy maker blogger Canada,,en,FALSE,0
Tue Apr 07 15:19:36 +0000 2020,23wildman SidSeixeiro JustinTrudeau realDonaldTrump The man responsible testing less than Canada on per milli ,,en,FALSE,0
Tue Apr 07 15:19:36 +0000 2020,RT ThomasHall17 Couple flouts quarantine rules highlighting gaps in enforcement ,British Columbia Canada,en,FALSE,1
Tue Apr 07 15:19:36 +0000 2020,This Cameras can detect humans with elevated body temperature It can detect and measure up to 30 persons at one ti ,Saskatoon  Saskatchewan,en,FALSE,0
Tue Apr 07 15:19:35 +0000 2020,Enjoying the stream JackSepticEye  Ive been in quarantine for 24 days now Things in my province in Canada are ,Canada,en,FALSE,1
Tue Apr 07 15:19:35 +0000 2020,RT RadioCanadaInfo En direct Suivez le point de presse du premier ministre Justin Trudeau sur la pandmie de COVID19 ,Qubec,fr,FALSE,3
Tue Apr 07 15:19:34 +0000 2020,RT hanyukiss can we get the most talented and precious boy to trend in canada pls HappyJonghyunDay   ,Saskatchewan  Canada,en,FALSE,1
Tue Apr 07 15:19:34 +0000 2020,Eagles theEagles  One Of These Nights 1975   kbradiothp internetradio,London  Ontario  Canada,en,FALSE,0
Tue Apr 07 15:19:32 +0000 2020,More evidence for Kenney  worst Premier in Canada caseableg cdnpoli,Calgary  Alberta,en,FALSE,0
Tue Apr 07 15:19:31 +0000 2020,RT ctvedmonton 3M makes deal with White House says Canada will continue to receive N95 masks,,en,FALSE,19
Tue Apr 07 15:19:30 +0000 2020,RT endvawnetwork I think that fewer people are able to reach out for support They might be at home with their children and not want to,Turtle Island,en,FALSE,4
Tue Apr 07 15:19:30 +0000 2020,Follow  1 pict tits Retweet  1 pict pusy DM for surprise sex porn pornhub teen pusy ass naked ,,en,FALSE,0
Tue Apr 07 15:19:30 +0000 2020,TDCanada I need to talk to somebody Ive been trying to reach out for 2 weeks Your phone lines are not operatio ,Toronto  Ontario,en,FALSE,0
Tue Apr 07 15:19:29 +0000 2020,Welcome to the Federal Prison of Canada known widely asCAMP COVID19Warden Heir Justin TrudeauGuarded by ,Canada,en,FALSE,5
Tue Apr 07 15:19:29 +0000 2020,RT sahouraxo Cuba a country suffering under a brutal US blockade sends doctors to nations all over the world to fight COVID19In con,UK,en,FALSE,1038
Tue Apr 07 15:19:28 +0000 2020,BBC News  Coronavirus fears linked to Illinois pairs murdersuicide ,On an island,en,FALSE,0
Tue Apr 07 15:19:27 +0000 2020,seokjintopia Blue sapphire,,en,FALSE,0
Tue Apr 07 15:19:25 +0000 2020,MBNACanada I have read that page Can you please tell me if its a yes or a no,Toronto  Ontario Canada,en,FALSE,0
Tue Apr 07 15:19:23 +0000 2020,Good afternoon for butterflies in garden and vicinity in Bridgend Comma Brimstone and Holly Blue Conversely Can ,,en,FALSE,0
Tue Apr 07 15:19:22 +0000 2020,LIVE Justin Trudeaus COVID19 address to Canadians for April 7 2020  The Guardian  ,Prince Edward Island  Canada,en,FALSE,0
Tue Apr 07 15:19:22 +0000 2020,RT suniltams What are you waiting forAdd Your Listing Now SEO BusinessListing Citation OrganicTraffic Prem,,en,FALSE,1
Tue Apr 07 15:19:21 +0000 2020,Will jkenney Pipe Dream pay off for Alberta Will the economics of cuts to heathcare and Education destroy Alberta ,Edmonton,en,FALSE,0
Tue Apr 07 15:19:21 +0000 2020,RT shadowwolf541 canukcookie They wanted more death in Canada and economic chaos  Plus they are stupid and incompetent  That just abou,Alberta ,en,FALSE,1
Tue Apr 07 15:19:21 +0000 2020,100 Cotton Short Sleeves Shirt Casual ShirtsVisit Russia France Italy Germany ,USA,en,FALSE,0
Tue Apr 07 15:19:20 +0000 2020,RT LesliBoldt This horrible story is being repeated across Canada We need a national strategy for permanent changes in longterm care,,en,FALSE,1
Tue Apr 07 15:19:18 +0000 2020,Congrats NovaScotia were pretty much the worst province in Canada at not going out during coronavirus Eg bas ,Halifax  NS  Canada,en,FALSE,1
Tue Apr 07 15:19:17 +0000 2020, 3M rode to Canadas rescue forging an agreement with the White House that allows it to provide millions of its ,Toronto,en,FALSE,0
Tue Apr 07 15:19:17 +0000 2020,RT PELSAUTOS 2005 Toks AvalonStraight from Canada 2m askingLocation is ibadanCall or WhatsApp 07032328559 for more details ,,en,FALSE,23
Tue Apr 07 15:19:17 +0000 2020,RT KateWood Looking for something uplifting to read   Its amazing how quickly this excellent Canadian small business launched into he,Ontario  Canada,en,FALSE,1
Tue Apr 07 15:19:17 +0000 2020,Student job seekers worry many dont  qualify for Canada emergency response benefit  ,,en,FALSE,0
Tue Apr 07 15:19:17 +0000 2020,RT abiddulph Jonathan Kay The case for wearing face masks during COVID19 was obvious a month ago   Political co,Calgary  Alberta  Canada ,en,FALSE,2
Tue Apr 07 15:19:16 +0000 2020,RT cbcbooks Little was a key author in creating and writing the popular Dear Canada series which told fictional stories about young girl,Prince Edward Island,en,FALSE,4
Tue Apr 07 15:19:16 +0000 2020,minibubbly Do we have Tyson foods in Canada If so how is it labelled,Toronto  when not Elsewhere,en,FALSE,0
Tue Apr 07 15:19:14 +0000 2020,PM today  we need a sustainable stable supply of PPE  and that means making them at home  Working with several C ,CKNW Radio Vancouver,en,FALSE,1
Tue Apr 07 15:19:14 +0000 2020,PresidenciaRD TiendaLaSirena JumboRD Para ayudar a las entregas de comidas  parece que se puede usar un chatb ,,es,FALSE,0
Tue Apr 07 15:19:13 +0000 2020,RT rockngrowl AMRockShow WILDSTREET Announce Kings Of The World Tour 2020 CANADA amp UK Tour Dates  Confirmed For ROCK FEST USA  htt,,en,FALSE,0
Tue Apr 07 15:19:13 +0000 2020,MBNACanada good morning have a question about my credit card do you have a Twitter account for help,Ontario  Canada,en,FALSE,0
Tue Apr 07 15:19:10 +0000 2020,The governments of Canada Japan and Norway have decided that the hunting and murdering of seals and whales are ess ,Nottingham,en,FALSE,2
Tue Apr 07 15:19:10 +0000 2020,RT misterpr Thank you 3M for standing by Canada in our time of need COVID19,,en,FALSE,3
Tue Apr 07 15:19:10 +0000 2020,This week on The Project as apptotable dining becomes the new norm we bring you the story of SkipTheDishes Ca ,New York  NY,en,FALSE,0
Tue Apr 07 15:19:10 +0000 2020,RT NMoekijat Giliran Prancis merampas masker buatan Swedia yg akn dikirim ke Spanyol amp Italia dg cara yg sama Canada meradang karena keb,,in,FALSE,8
Tue Apr 07 15:19:10 +0000 2020,RT RelishWorks Join us for our next digital meetup With RestaurantsCA GFSDelivers amp DLAPiperCanada Canada restaurants restaurant,Coast to coast in Canada,en,FALSE,1
Tue Apr 07 15:19:09 +0000 2020,How Islanders are thanking frontline workers without saying a word  pei ,Charlottetown,en,FALSE,0
Tue Apr 07 15:19:07 +0000 2020,RT LeDevoir Coronavirus le point sur la pandmie de COVID19 au Canada  Mardi 7 avril ,Canad,fr,FALSE,2
Tue Apr 07 15:19:07 +0000 2020,RT PublicCitizen Could lose health care access due to getting fired Australia 0Belgium 0Canada 0Chile 0Denmark 0Finland 0,,en,FALSE,9597
Tue Apr 07 15:19:06 +0000 2020,RT UFCWCanada On WorldHealthDay we thank those on the front lines doing incredible work during the COVID19 pandemic Thank you for a,,en,FALSE,14
Tue Apr 07 15:19:05 +0000 2020,RT Michael46830937 The JustinTrudeau knows no limit to stupidity as karinagould announced squandering another 100 million to fight COV,,en,FALSE,221
Tue Apr 07 15:19:05 +0000 2020,RT NewsHour The company said Monday that its started construction on the longstalled Keystone XL oil sands pipeline across the USCan,Cum and shit ,en,FALSE,27
Tue Apr 07 15:19:04 +0000 2020,DYK that here in Canada 80 of Canadians will suffer from a bone and joint related injury at some point in their l ,Calgary  Alberta,en,FALSE,0
Tue Apr 07 15:19:04 +0000 2020,PaolaPabonC CompromisoRC Saludos desde Toronto Canad  Estaremos pendiente De esta injusticia Hasta la victoria Siempre,,es,FALSE,1
Tue Apr 07 15:19:04 +0000 2020,Heavy snow coming to Northern New Brunswick this Thursday Will you be digging out your Easter eggs with a shovel ,Halifax  Nova Scotia,en,FALSE,0
Tue Apr 07 15:19:04 +0000 2020,RT PublicCitizen People who lost employertied health insurance in March Australia 0Belgium 0Canada 0Chile 0Denmark 0Finlan,New Mexico  USA,en,FALSE,5409
Tue Apr 07 15:19:03 +0000 2020,RT WestviewAl AAAAARRRGGGGH Goddamned that bloody American owned propaganda shitrag Postmedia Two fking articles shiteposting hi,,en,FALSE,36
Tue Apr 07 15:19:03 +0000 2020,RT eriatarrka I just applied for CERB in Canada It offers 2000mo for any resident who lost their job due to COVID19 I will receive a,Texas  USA,en,FALSE,859
Tue Apr 07 15:19:02 +0000 2020,RT SeanDavid Countries with new cases currently below the 5 day average USSpainItalyGermanyFranceChinaIranUKCanadaBrazilSou,Jacksonville  FL,en,FALSE,1
Tue Apr 07 15:19:02 +0000 2020,I feel like I say it everyday but this timeline is buckthefuckwild This is a great thread from Steakumm which ,Oakville  ON,en,FALSE,0
Tue Apr 07 15:19:01 +0000 2020,Another priceless oped from the Communist news organ,Deh loops,en,FALSE,0
Tue Apr 07 15:19:00 +0000 2020,CBSNews Thats why I wouldnt give the US shit  Canada shouldnt even have to remind them,Oakland  CA,en,FALSE,0
Tue Apr 07 15:19:00 +0000 2020,Sport Match this game of spatialorientation is designed to help children develop criticalthinking personal an ,Ottawa  Ontario,en,FALSE,0
Tue Apr 07 15:18:59 +0000 2020,lmrvct lt til si viviera en estados unidos para ir de estado a estado pero desde canad no le hace faltade ve , beachbitches,es,FALSE,0
Tue Apr 07 15:18:58 +0000 2020,The reason I ask,New Brunswick  Canada,en,FALSE,0
Tue Apr 07 15:18:57 +0000 2020,RT AleCrespoF Delcy dice q son pruebas rpidas y no incluyen las del INHRRVzla PCRDe esas segn OCHAVenezuela se han hecho 1779,,es,FALSE,38
Tue Apr 07 15:18:57 +0000 2020,CanadensisMax Sadly no Apparently if you read the replies to the original this was in Pennsylvania Still Im ,Toronto,en,FALSE,0
Tue Apr 07 15:18:55 +0000 2020,RT MLInstitute Chinas hostage diplomacy with Michael Kovrig and Michael Spavor has worked against them because its created so much pop,St  Catharines  Ontario,en,FALSE,3
Tue Apr 07 15:18:55 +0000 2020,RT carlyweeks Two narratives are emerging as Canada battles COVID19 Western provinces see signs of hope while Ontario and Quebec fight,Canada,en,FALSE,16
Tue Apr 07 15:18:55 +0000 2020,WlwShipLover Honestly so true Im in Canada and I still cant believe how far these QUEENS have shared their love ,Ottawa   Toronto,en,FALSE,0
Tue Apr 07 15:18:55 +0000 2020,RT lrwsweeney Ontario hospitals ban healthcareworkers from working in both Ontario and US hospitals,London  Ontario,en,FALSE,1
Tue Apr 07 15:18:54 +0000 2020,Heisenbergul CBCQueensPark CBCToronto Yeh I know but the same for Canada as a whole To be fair there are sick p ,,en,FALSE,0
Tue Apr 07 15:18:54 +0000 2020,geekAron SamMobiles MaxWinebach xdadevelopers You should have gotten it then Mine is originally N975W Canada ,Middle of Nowhere,en,FALSE,0
Tue Apr 07 15:18:54 +0000 2020,my manager called me into her office to try Canada Dry bold lmao,,en,FALSE,0
Tue Apr 07 15:18:54 +0000 2020,Dunkaroos please come back to Canada,Brampton  Ontario,en,FALSE,0
Tue Apr 07 15:18:53 +0000 2020,HillaryClinton ,Mesquite Nevada,und,FALSE,0
Tue Apr 07 15:18:53 +0000 2020,B2B Founders What NOT to do when expanding to the US and Canada  From launching too early to casting too wid ,Europe,en,FALSE,2
