Tweet,Message/tweets,Match,Polarity
918,How to apply for Covid19 Unemployment simplified Canada unemployment UnemploymentInsurance ,simplified,Positive
919,Was supposed to be leaving for Canada today  I am big sad,sad,Negative
920,6920 New cases in USA Total cases in USA 377317393 New cases in Germany Total cases in Germany 104592379 New ,,Neutral
921,OneNationK UNSC seat China has a veto and controls a huge block of African nations that Canada needs support from,support,Positive
922,MADREAGUA Canada goose is so hot maam,hot,Positive
923,Youve got a functioning public health system with integration of lab and epidemiology and service in British Col ,,Neutral
924, ThinkAtheist Pastor who decried hysteria dies after attending Mardi Gras ,"dies,hysteria",Negative
925,Urge Canada to End Its Shameful Seal Slaughter  via PETA,,Neutral
926, rexglacer TheSpec Hey bankrupt media did I miss your story on why Trudeau is in hiding amp why he slammed Canada with a carbon tax duri,"bankrupt,miss",Negative
927, TOAdamVaughan This pic of CAEHomelessness annual conference last Nov Over a thousand people who right now are on frontlines supporti,right,Positive
928, ItsCommunity1st We can help you sign up for direct deposit or update your direct deposit information with the Canada Revenue Agency C,,Neutral
929, MarcPatrone DonMartinCTV davidfrum Ostrich  Heres blackface on CTV in January dismissing the idea coronavirus was threat to Canadi,threat,Negative
930,3Mer ,,Neutral
931, Xed17 Travisdhanraj Any idea why Canada federal Toronto and all provincial health are updating today except for Ontario who have a g,,Neutral
932,TWICECanada JYPETWICE Yeheyyyy JYPETWICE,,Neutral
933, guyfelicella Hi harmreduction family Here is my latest TEDxBearCreek talk on safesupply Please watch retweet amp share with all yo,,Neutral
934,Temporary foreign workers allowed in Canada but many arent getting in  CBC News ,,Neutral
935,Le nombre de victimes de la COVID19 bondit en Sude ,,Neutral
936, MinSugaPeru 070420Volmenes de bsqueda de BTStwt desde 3103 hasta 0406 SUGA ocupa el puesto n 4 en Canad Reino Unido,,Neutral
937,,,Neutral
938,toodamnskippy rexglacer No he doesnt nor does he care about us the Canadian citizen The time is now to be read ,,Neutral
939, Bzubyk In Canada this meant a relentless and often vapidly expressed fixation on open borders and antiracism  principles that I,relentless,Negative
940,IngrahamAngle We have good universities and teachers and professors and in Alberta we have sait nait and other col ,good,Positive
941, Bzubyk For those media outlets in canada applauding the Huawei Donation of probably defective PPE China admits its first case was,defective,Negative
942,vilval ContraReplicaMX Un abrazo Y si creo que el velar a los muertos es un blsamo no solo para el ser querido ,,Neutral
943, Z1035Toronto Trudeau says the govt is offering FT jobs to military reservists Health Canada is recruiting volunteers to help out fro,,Neutral
944,How do you want them to obey to their socalled god if they are not even able to obey to police officers Religions ,,Neutral
945, montrealsimon One man led Team Canada in a heroic battle against a deadly virus and economic collapse While the other did all he coul,"heroic,led,collapse,deadly,virus",Negative
946,TeachKids with Best Reading Phonics so theyll learntoread easily and with confidence The Short Vowels set compr ,confidence,Positive
947,100 Pure Linen Long Sleeved Shirt Solid Color ShirtsVisit Russia France Italy ,,Neutral
948, DenisLapointe14 AnnieClaireBO AdamScotti I have a question Nobody want to ask Why is the health minister refusing to come clean and,"clean,refusing",Neutral
949, BrockNanson Were incredibly lucky to have Dr Henry running our response  Why is BC flattening the COVID19 curve while numbers,"incredibly,lucky",Positive
950,CBCNews By Kory Teneycke Stephen Harpers spin meister who  can twist any truth into full distortionCanada is ,twist,Negative
951,quantumshift69 RosieBarton JustinTrudeau Canada how in the world did you get it so fast  applications started yesterday Isnt it 2000,fast,Positive
952, AndyBrookeLmstn  announced 1095 million additional global coronavirus assistance bringing total funding promised to 1595 milli,promised,Positive
953,A new amp highly valuable set of initiatives in Canada May be of interest to complexmothering,valuable,Positive
954,Arthur B McDonald is on the COVID19 case in Canada,,Neutral
955, Napoleonsolo8 Que miserable es la Dra Mazzetti diciendo que la prueba rpida y la molecular prcticamente son lo mismo Ella sabe perf,miserable,Negative
956,Stay strong Boris Your friends in Canada are supporting you through this  ,"strong,supporting",Positive
957, sgsmgr Did you know that spousal caregivers report significantly more health effects amp psychological consequences than caregivers of,,Neutral
958, HarjitSajjan Reminder staying home is the most important action we can take to make sure Canada gets through this challenging situati,"important,challenging",Neutral
959, VPrystaiko We expect an immediate explanation from Iran on this deplorable statement It shows full disrespect for human livesDozens,"deplorable,disrespect",Negative
960,canadabangtan seokjintopia Me too ,,Neutral
961,nspector4 No  Its because she said in February that cutting off planes to Canada would have no impact  And Cana ,,Neutral
962, stephcoombs Meet Canadas own Tiger King Al Oeming ran his zoo near Edmonton from the 1950s90s He even had his own CBC TV series,,Neutral
963, Davidsglez48 ferbelaunzaran lopezobrador Hoy menos que nunca se puede comparar al sistema de Canad con Mexico donde tenemos un gob,,Neutral
964, TravelGov Pakistan From Apr 111 the government approved Pakistan International Airlines PIA to restore limited flight operation,limited,Negative
965, CoronaNumbers Coronavirus deathsItaly 16523Spain 13169US 10662France 8911UK 5373Iran 3739China 3331Netherlands,,Neutral
966,NWT extends state of emergency in response to COVID19  CBC News ,emergency,Negative
967,LeonardRoxon hardyrenos Trump put pressure on 3M who were selling only to highest bidders in other countries  H ,,Neutral
968,AirCanada Thank you Air Canada,,Neutral
969,It would still be too costly even if virtually every social program in Canada was abolished EI CPP OAS GIS ta ,costly,Negative
970,Health Canada asking for trained volunteers they pay soldiers why would anyone volunteer,,Neutral
971,The Government is also working through 22000 submissions to Public Services amp Procurement Canada from companies i ,,Neutral
972,LaborwaveCCCP OfSoftest Depends on the situation honestly If I was in Canada possibly If I was in the US no,,Neutral
973, katiesykes01 Follow CovaidApp for news about tools were working on to help people know their rights to COVID19 benefits in Canada,benefits,Positive
974,DoctorVive LFFriedman HarvardChanSPH We have environmental racism in Canada Indigenous reserves are federal jur ,racism,Negative
975,Go Canada  ,,Neutral
976,Trudeau working with several groups to create 30000 madeinCanada ventilators Also working with Nobel winner A ,winner,Positive
977,Iasisiielenu Reddishwine3 Canada AngelaOkorieLegit,,Neutral
978, DuchesneRicardo Article at CEC Canadas health is in hands of Chinese Dr Theresa Tam No one knows her background media claims a s,,Neutral
979, CurbsideCycle We are the exclusive the dealers of this ABUS GRANIT 53 LONDON Ulock in Canada which is designed to keep your bicycle,,Neutral
980, TheFutureEcoFlo Latest TFENow video interview on the current CoronaVirus crisis and its impact on Canadas Indigenous economy  che,crisis,Negative
981,albertodahik  saludos de Canad cllate ladron,,Neutral
982,realDonaldTrump Instead of going on social media read the entire letter Captain Crozier wrote  and quit being ,,Neutral
983,Wait so Trump didnt let Canada get masks but then he got mad and India not giving hydroxychloroquine,mad,Negative
984,OCCCanada Glory be to God,,Neutral
985,K Kinukuha ako ng ninang canada na daw ako magaral,,Neutral
986, CanRevAgency You can apply for CERB using 18009592019 or 18009592041 Both are bilingual automated tollfree lines with no call,,Neutral
987,Good morning guysIn these tough times youd think that your government would have your backThis is the first ,tough,Positive
988,Recherche tude clinique denvergure au Canada pour un traitement contre le Covid19  via courrierinter,,Neutral
989,soFXCanada Bahahaha,,Neutral
990, CanadaSpecialA1 Just a reminder the chief at the YRP YRP who is friends with worst of the worst in Canada has attempted to cover u,worst,Negative
991,I ordered this a few weeks ago but now Canada wont accept international packages pls come home Gyro  ,,Neutral
992, CanadianPM Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa htt,,Neutral
993, CBCWindsor After the front window of The Walkerville Tavern was smashed in the owners transformed plywood into canvas to pay tribute,,Neutral
994, romeodallaire On this painful anniversary General Dallaire presents the keynote address at the Rwanda High Commission to Canadas com,painful,Negative
995, CTVNews Canadians impressions of America in a word Trump president chaos in that order  ,chaos,Negative
996,Both Europe and US have ordered airlines to refund passengers whose trips were cancelled due to virus Canada CTA s ,"refund,virus",Neutral
997,TOdiary nationalpost WHO CPHOCanada bs,bs,Negative
998, CBC Luck and timing is part of the equation  but leadership at the top could also play a role  CBCVancouver,top,Positive
999,VassyKapelos Can someone ask the PM when the immunoassay wil be available in Canada,available,Positive
1000, BethCusack9 14 kids books drawing with freeshipping to USA and Canada thru April 21st Featuring Millie va al oceano  Millie goes,,Neutral
1001, rexglacer Canadas pathetic media still promoting this selfisolating embarrassment his daily photo ops as something of value Trudea,"embarrassment,pathetic",Negative
1002, Interest0nly CBCNews jonvhernandez Dont worry once you recover and are making good money  Trudeaus fairness in taxation polic,"fairness,good,recover,worry",Positive
1003, albertaNDP First Sundre Now Rimbey Wheres Jason Nixonableg ABdocs4patients abhealth,,Neutral
1004,Can this become a key part of election platforms in Ontario yes pleaseCOVID19Why is BC flattening the COVID ,,Neutral
1005, WeAreCanProud Do you think Trudeau should cancel Canada Daycdnpoli,,Neutral
1006,RobertFife Do you feel confident with this man representing Canada at oil talks,confident,Positive
1007, RobertFife Despite the biggest deficit since the Second World War Canada can afford this crisis ,"afford,crisis",Neutral
1008,TDCanada Ill be closing all accounts and my visa if I do not hear back from your team as soon as possible Thank you for your attention,,Neutral
1009,Coronavirus le Qubec bon lve du confinement en vigueur au Canada  via yahooactufr,,Neutral
1010,CAFFEINATED HUGS CANADA amp andrearoth888 JimmyThorburn dopudmike ARomanov82 JeffTeravainen the5790 ,,Neutral
1011, cltbrad1 Families children with autism struggling with isolation amid COVID19 outbreak with fewer supports service  CBC News htt,"supports,isolation,outbreak,struggling",Negative
1012, ArleneBynonShow Starting up right now on SXMCanadaTalks to give you all the latest information from Canada amp around the world on COV,right,Positive
1013, marilizpj A diferena em ter um lder pra atravessar uma crise Morei no Canad Fico feliz pelos canadenses por no terem que passar,,Neutral
1014,Actually Approximately the same time Trudeau was secretly sending out Canadas emergency supply to China ,emergency,Negative
1015, JanisIrwin I think physicians across the province are feeling that disrespectI think rural physicians are feeling it even moreR,,Neutral
1016, joecressy Smart This is exactly the type of innovation amp forwardthinking Toronto is ready forMayor John Tory said that the city,"innovation,ready",Positive
1017,Yet again UPSCanada screws my delivery  According to their tracker they attempted delivery yet Ive been hom ,,Neutral
1018, Tsiehta Reason 1364 why I am not a ConservativeI love Canadacdnpoli,love,Positive
1019, diamondisinger Surreal covid19bc sight of the day Largerthanlife murals of CPHOCanada and Dr Bonnie Henry being painted on an,,Neutral
1020,Canadas food supply at risk as pandemic tightens borders to farm workers  ,risk,Negative
1021,If it was ever learned why JustinTrudeau was DELIBERATELY flooding Canada with illegals hed be in prison forever ,prison,Negative
1022,YveRowa So yes there is a risk At the same time its also a discursive tactic on behalf of Canada and others ,risk,Negative
1023, PMcanadien Pour russir ensemble nous devons tous rester  lcart les uns des autres LloignementPhysique sauve des vies Faites,,Neutral
1024, MercedesGlobal Screening for coronavirus at Canadas border full of holes that cant be plugged   ,,Neutral
1025, HoCStaffer Hey HarjitSajjan lets remember this when the quid pro quo from Huawei and the Chinese govt comes in exchange for poorly,poorly,Negative
1026,US blocks export of crucial N95 masks to Canada and Latin America  Premier of Canadas Ont ,,Neutral
1027, TheWestbrookEra Labor Day is September 7th in both the United States and CanadaThis is not a guarantee obviously but this would mean,guarantee,Positive
1028,dikenson One fun trade link is that those N95 masks that Trump wanted to deny to Canada  are made from Canadian pulp,"fun,deny",Neutral
1029,bubbawatson TheMasters We got you Bubba  2012 in Canada on Thursday afternoon MastersRewind,,Neutral
1030, Kaittouesnard EnactusCanada After graduating I worked at the SMUEC for a while started building my business CrescendoE in,worked,Positive
1031,Here our overview of the top 100 digital banks Congrats to all americanexpress ,top,Positive
1032,TeesaMichele Youre not alone amp Im not even American  I cant believe the country or the Popular Vote allowed t ,,Neutral
1033,This Thermal Cameras can help detect elevated body temperature which may indicate symptoms of a fever Certificate ,"fever,symptoms",Negative
1034,LetmeJdown  hows Canada,,Neutral
1035,1119ET PM Justin TrudeauWhat we must do Stay inside even if it is nice outsideWe need to do this if we want ,nice,Positive
1036, sunlorrie City of Ottawa accused of going too far with ticketing blitz to enforce physical distancing rules The point is to achieve,,Neutral
1037, XRVancouverBC Indigenous fear Canada work camps will be coronavirus incubatorsConstruction work on pipelines dams raises risk of CO,"work,fear,risk",Neutral
1038,iamharaldur I feel lucky to live in Canada,lucky,Positive
1039,triceratopsjr DeeMagicGurl Haha fair enough Some gems there  We had Leonard Nimoy hosting a show about movies ,"enough,fair,gems",Positive
1040, CTAAlberta Apr 7 is GreenShirtDay  just 2 yrs ago the LoganBouletEffect spiked organdonor registration rates across Canada giving,,Neutral
1041,Great article in The Atlantic policymakers in Canada at all levels should read it  ,,Neutral
1042,Le fdral a conclu des ententes avec plusieurs entreprises dont Thornhill et CAE dans lobjectif de produire jus ,,Neutral
1043, USAenEspanol Viajeros Ciudadanos de Estados Unidos Inscrbase en  para recibir alertas y ser localizado En ca,,Neutral
1044, victorororia36 Enjoying the stream JackSepticEye  Ive been in quarantine for 24 days now Things in my province in Canada arent,,Neutral
1045, AnnieClaireBO Trudeau says gov is working with Thornhill Medical CAE Ventilators for Canadians and a group led by StarFish Medical,led,Positive
1046,TODAY Those born in April May and June can apply for the Canada Emergency Response Benefit CERB Online at ,,Neutral
1047,Miguna is conspicuously absent from these streets God forbid he isnt isolated in Canada as the pandemic becomes the GENERAL,"conspicuously,forbid,isolated",Negative
1048, picardonhealth Memo to the rest of Canada DrBonnieHenry and BC are getting it right by laying all their cards on the table Every,right,Positive
1049,Trudeau 30 000 ventilateurs mis en production au Canada,,Neutral
1050,Las mascarillas N95 y la ayuda de emergencia ya estn camino a Canad ,,Neutral
1051,7Abr Coronavirus Casos recuperadosVenezuela  65Ecuador  100Brazil  127UK  135Portugal  184Argentina  ,,Neutral
1052,Brownfield siempre habla claro El que no entiende es porque no quiere  va eltiempo,,Neutral
1053, steeletalk PM today  we need a sustainable stable supply of PPE  and that means making them at home  Working with several Canadians,"stable,sustainable",Positive
1054,insurance Canada ICBC bcpoli ,,Neutral
1055, PPCpfdsddo morininfo Le seul parti fdral  prner une vraie dmondialisation dont une retrait complet du Canada de toutes les ente,,Neutral
1056,100 Linen Shirt Three Quarter Sleeve ShirtsVisit Russia France Italy Germany ,,Neutral
1057, CBCNews Small business owners are worried it may take them five or ten years to recover from the COVID19 pandemics economic effects,"recover,worried",Neutral
1058, PabloRockseyM MsFoulwind dornermartina CruelHorizon jamtako3 Onlyrockradio markwinder8 RufuskingBand Larisarockfan on,,Neutral
1059,Trudeau announces deals to put another 30000 ventilators into production in CanadaThats a huge number on top of ,top,Positive
1060,CMillz poolsadie CBCQueensPark CBCToronto I am amazed how little ppl know about the basic facts of how healthcare works in Canada,"amazed,works",Positive
1061, pcryan5  BCs fortune comes from the person who speaks to British Columbians at every news conferenceBonnie Henry stays at pr,fortune,Positive
1062, DiabetesCanada Donation bins are not for garbage Please do not dump unwanted items at these bins  we are seeking your assistance in,"dump,garbage,unwanted",Negative
1063, mikebechthold Theres lots on the RFCRAF Canada but less on the UK training system Ive found Michael Skeets article on ,,Neutral
1064, KatieOGrady4 FIDGET SPINNERSNever FORGET,,Neutral
1065, agentmilburn SO excited that TheSilentTreatment by AbbieGreaves1 is published in the US amp Canada today  ,excited,Positive
1066,Court Of Appeal Summaries January 20  January 24 2020 ,,Neutral
1067,Canada 2018 ,,Neutral
1068,UPDATED  In unprecedented move stores allowed to open on Good Friday  but some are taking a passcovid19nfld ,,Neutral
1069, JNKancir Canada you dont need another reason to love bonniehenry but this brilliantly smart caring and humble human is a fierce,"brilliantly,humble,love,smart,fierce",Positive
1070,Sysy7578 Michel78118339 quel  Le Canada ou France,,Neutral
1071,Trudeau says the govt is offering FT jobs to military reservists Health Canada is recruiting volunteers to help o ,,Neutral
1072, ntqrt Sad tale of unionbusting amp low wages w no pension 4 nursinghome workers in Canada Now BC sez every worker will be hired fu,,Neutral
1073,Look at this little UCP fetus try to lecture an adult in fact  This idiot probably thinks bitumen belongs in the ,idiot,Negative
1074, virnyah Tontita el seor Maalich que tienen un Magister en Epidemiologua en Canad ocupa una metfora para que cualquier persona,,Neutral
1075,Ive been on hold with service Canada for over an hour and there doesnt seem to be any human contact for the foreseeable future ,,Neutral
1076, uzikamozi COVID19 Coquitlam company retools will be first in Canada to produce N95 respirators ,,Neutral
1077,SepaQue De acuerdo con el diario Panorama dicha explosin dej sin luz al momento a la poblacin de Maracaibo Sa ,sin,Negative
1078,JorgeArreaza exhorta a Canad rectificar de su poltica contra Venezuela  ,,Neutral
1079,Sun Life Manuvie Canada Vie Morneau Shepell Dialogue EQ Care assureurs et fournisseurs de solutions de tlm ,,Neutral
1080,PM Trudeau reminds us we need to follow the physical distancing measures this spring so we can have a good summer ,good,Positive
1081,LowesCanada Thank you your site is the only one that works right now  Im a big fan Thank you for having a mod ,"right,works",Positive
1082,ACSPCanada We get into trouble step by step under your leadershipWe were at low risk several weeks agoBut why c ,"risk,trouble",Negative
1083,It launched yesterday in the US and Canada with 50 new original shows and is now available for free for 90 days i ,"available,free",Positive
1084,Trudeau says the government is teaming up with several medical companies to produce 30000 made in Canada ventilators cdnpoli COVID19,,Neutral
1085,PM Trudeau announces Canadian companies will produce up to 30000 ventilators that will be made in Canada cdnpoli coronavirus COVID19,,Neutral
1086,Trudeau says gov is working with Thornhill Medical CAE Ventilators for Canadians and a group led by StarFish Med ,led,Positive
1087,MollyJongFast kayleighmcenany No,,Neutral
1088, HarjitSajjan JensStoltenberg amp I agree on the need for NATO countries to continue to fight COVID19 while maintaining a strong oper,strong,Positive
1089,Brixton1115 Scribulatora Bc the puppet press in Canada is controlled by RW corps what else could we expect from ,puppet,Negative
1090,COVID19 response Canada offers fulltime work to all military reservists  via nationalpost,work,Positive
1091, 43Watch nationalpost Hey Canada do you support bailout for media organizations,support,Positive
1092, jeffmacarthur Congrats NovaScotia were pretty much the worst province in Canada at not going out during coronavirus Eg baseline,"pretty,worst",Neutral
1093, TheWpgChamber Stats Canada and the Chamber network have created a national survey to measure current business conditions Results will,,Neutral
1094, IAizkorbe Ampliar el Presupuesto en Atencion Primaria del 16 actual al 25 es defender la Sanidad Publica Lo recomienda la OMS Aten,defender,Positive
1095, JosefinaVidalF Professorjournalistauthor skimber from Canada Because of the American blockade Cubans cant receive donated C,,Neutral
1096,KathieScouten VDVFalcon MeganHeather CPHOCanada Its pretty horrific that a known positive case was not per ,"positive,pretty,horrific",Positive
1097, PresidenciaCuba De regreso a Canad parti el paciente Michael Glafhestea quien fuera dado de alta clnica en el Hospital Militar,,Neutral
1098,Minha tia que mora no Canad disse que o governo est dando um auxlio de 2000 dlares pra quem ficou desempregado ,,Neutral
1099,NameForMyTweets DwnDak CBCAlerts YawnCanada is stupid,stupid,Negative
1100,NikaMoeini EnactusCanada Thanks so much,,Neutral
1101,Ann Bressington bravely exposes UN Agenda 21 that is now UN Agenda 2030 Agenda 2030 was adopted by our Canadian F ,,Neutral
1102,This is great news but forgive me for wanting to wait until delivery has been received before celebrating ,great,Positive
1103,VictoriaLBruce Canada France Tahiti,,Neutral
1104,What its like for couriers who keep delivering so you can stay homeBy HaydnWatters ,like,Positive
1105, FIDEchess A firstever mass online chess competition between youth teams from Russia amp Canada took place on April 5In a hardfou,,Neutral
1106, AnikaScott1 Finally My debut novel The German Heiress is out in the US and Canada TODAY Cant wait for readers to travel back to Ge,,Neutral
1107, Markfry809 I want to applaud 3M for making a deal with Canada to supply masks And to condemn Donald Trump for taking the unconscionab,"applaud,condemn",Neutral
1108, jacklegault First deposit of 1000 this morning Thank you Canada,,Neutral
1109, ubiworks We have created a StepByStep Video WalkThrough on how to apply for the CERB Canada Emergency Response BenefitSee our,,Neutral
1110,Trudeau has more than 5000 offers from CANADIAN companies offering to make all types of PPE as well as ventilators ,well,Positive
1111, sarahlazare For those on the left calling for US to invoke Defense Production Act to force the production of PPE amp med supplies what,,Neutral
1112,Thanks stefanyvie kaittouesnard katiezajner and  ForseyWilliam As all alumni we can agree that Enactus has s ,,Neutral
1113,Today the PM is announcing production of more supplies amp medical equipment in Canada nearly 5000  companies hav ,,Neutral
1114, pnwkate Go look outside everyone  a lovely nearly full moon  so beautiful Monday 830pm 6 April 2020 moon deltabc vancouver,"beautiful,lovely",Positive
1115,3M Strikes Deal With Trump Administration To Continue Mask Exports To Canada  HuffPost Canada  via GoogleNews,,Neutral
1116,lespolitiques JustinTrudeau fordnation CPHOCanada Maybe a big reason  y JT cantwont do   Would reveal ex ,,Neutral
1117, cmaconthehill When he provides his daily update today Prime Minister JustinTrudeau will focus on private companies in Canada steppin,,Neutral
1118,RobynUrback If conservatives were running the country right now wed have even bigger troubles How bout being a t ,"right,troubles",Neutral
1119, CBCHamilton It was so lovely 10000 Easter flowers showed up on the doorsteps of Hamilton area homes  CBC News ,lovely,Positive
1120,dstluke Abby0Abigail davidmweissman so why engage in bad faith arguments against the most progressive candidate ,"faith,progressive,bad",Positive
1121,Winter testing on L vehicles conducted indoors  CBC News ,,Neutral
1122,cherkathy ChazBono HillaryClinton Yes I feel for all Americans  Im in Canada and everytime that man opens his ,,Neutral
1123, PeterZeihan You have to admit with air travel more or less offline now is a perfect time to sneak a pipeline past protesters  ,"perfect,sneak",Neutral
1124, EXOeventsTO EXOeventsTO amp EXOCanada PRESENTS SUHO 1ST SOLO ALBUM GIVEAWAY  2 Winners canadaww  must be following EXOev,,Neutral
1125, DePutterPublish COVID19 WorldwideMany casesampdeaths growth rates are decreasing quickly  good news for SpainJapans recent growt,good,Positive
1126,Just A Little Means So Much  Standardbred Canada VancityReynolds is a gem  ,gem,Positive
1127, JdeMontreal Aprs avoir rpt pendant des semaines que le port du masque non mdical ntait pas utile pour freiner la propagation du,,Neutral
1128,Happy Birthday to the KingOfTheWorld RajaAliKotWottawa ontario canada myottawa wrestling prowrestling ,,Neutral
1129,This is how its done Well done Canada StayHome BeKind   ,,Neutral
1130,dianamurphy613 MSM in Canada has a long way to go in restoring credibility Its never to late to start and shoul ,,Neutral
1131,COVID19 Coquitlam company retools will be first in Canada to produce N95 respirators   Gr ,,Neutral
1132, p2OO5 KimXi Throwback  April 7 2017Kim Chiu amp Xian Lim on their way to Canada for a showFr Kims IGstory ,,Neutral
1133, mmccdenier COVID19 Brace for a 30 Drop in Canadas Housing Market I said that to someone just the other night ,,Neutral
1134, ntqrt Would u wear one on a bus A train A car Green eggs n ham amp Masks4All in Canada  CPHOCanada now sez You could use 1 on,,Neutral
1135,Retired President Of Microsoft Canada Frank Clegg 5G Wireless IS NOT SAFE,,Neutral
1136,VE9KK Software can bring you joy or grey hair  amateurradio diy maker blogger Canada,joy,Positive
1137,23wildman SidSeixeiro JustinTrudeau realDonaldTrump The man responsible testing less than Canada on per milli ,,Neutral
1138, ThomasHall17 Couple flouts quarantine rules highlighting gaps in enforcement ,,Neutral
1139,This Cameras can detect humans with elevated body temperature It can detect and measure up to 30 persons at one ti ,,Neutral
1140,Enjoying the stream JackSepticEye  Ive been in quarantine for 24 days now Things in my province in Canada are ,,Neutral
1141, RadioCanadaInfo En direct Suivez le point de presse du premier ministre Justin Trudeau sur la pandmie de COVID19 ,premier,Positive
1142, hanyukiss can we get the most talented and precious boy to trend in canada pls HappyJonghyunDay   ,"precious,talented",Positive
1143,Eagles theEagles  One Of These Nights 1975   kbradiothp internetradio,,Neutral
1144,More evidence for Kenney  worst Premier in Canada caseableg cdnpoli,worst,Negative
1145, ctvedmonton 3M makes deal with White House says Canada will continue to receive N95 masks,,Neutral
1146, endvawnetwork I think that fewer people are able to reach out for support They might be at home with their children and not want to,support,Positive
1147,Follow  1 pict tits Retweet  1 pict pusy DM for surprise sex porn pornhub teen pusy ass naked ,,Neutral
1148,TDCanada I need to talk to somebody Ive been trying to reach out for 2 weeks Your phone lines are not operatio ,,Neutral
1149,Welcome to the Federal Prison of Canada known widely asCAMP COVID19Warden Heir Justin TrudeauGuarded by ,,Neutral
1150, sahouraxo Cuba a country suffering under a brutal US blockade sends doctors to nations all over the world to fight COVID19In con,"brutal,suffering",Negative
1151,BBC News  Coronavirus fears linked to Illinois pairs murdersuicide ,fears,Negative
1152,seokjintopia Blue sapphire,,Neutral
1153,MBNACanada I have read that page Can you please tell me if its a yes or a no,,Neutral
1154,Good afternoon for butterflies in garden and vicinity in Bridgend Comma Brimstone and Holly Blue Conversely Can ,,Neutral
1155,LIVE Justin Trudeaus COVID19 address to Canadians for April 7 2020  The Guardian  ,,Neutral
1156, suniltams What are you waiting forAdd Your Listing Now SEO BusinessListing Citation OrganicTraffic Prem,,Neutral
1157,Will jkenney Pipe Dream pay off for Alberta Will the economics of cuts to heathcare and Education destroy Alberta ,destroy,Negative
1158, shadowwolf541 canukcookie They wanted more death in Canada and economic chaos  Plus they are stupid and incompetent  That just abou,"chaos,death,incompetent,stupid",Negative
1159,100 Cotton Short Sleeves Shirt Casual ShirtsVisit Russia France Italy Germany ,,Neutral
1160, LesliBoldt This horrible story is being repeated across Canada We need a national strategy for permanent changes in longterm care,horrible,Negative
1161,Congrats NovaScotia were pretty much the worst province in Canada at not going out during coronavirus Eg bas ,"pretty,worst",Neutral
1162, 3M rode to Canadas rescue forging an agreement with the White House that allows it to provide millions of its ,,Neutral
1163, PELSAUTOS 2005 Toks AvalonStraight from Canada 2m askingLocation is ibadanCall or WhatsApp 07032328559 for more details ,,Neutral
1164, KateWood Looking for something uplifting to read   Its amazing how quickly this excellent Canadian small business launched into he,"amazing,excellent,uplifting",Positive
1165,Student job seekers worry many dont  qualify for Canada emergency response benefit  ,"benefit,qualify,emergency,worry",Neutral
1166, abiddulph Jonathan Kay The case for wearing face masks during COVID19 was obvious a month ago   Political co,,Neutral
1167, cbcbooks Little was a key author in creating and writing the popular Dear Canada series which told fictional stories about young girl,"popular,fictional",Neutral
1168,minibubbly Do we have Tyson foods in Canada If so how is it labelled,,Neutral
1169,PM today  we need a sustainable stable supply of PPE  and that means making them at home  Working with several C ,"stable,sustainable",Positive
1170,PresidenciaRD TiendaLaSirena JumboRD Para ayudar a las entregas de comidas  parece que se puede usar un chatb ,,Neutral
1171, rockngrowl AMRockShow WILDSTREET Announce Kings Of The World Tour 2020 CANADA amp UK Tour Dates  Confirmed For ROCK FEST USA  htt,,Neutral
1172,MBNACanada good morning have a question about my credit card do you have a Twitter account for help,good,Positive
1173,The governments of Canada Japan and Norway have decided that the hunting and murdering of seals and whales are ess ,,Neutral
1174, misterpr Thank you 3M for standing by Canada in our time of need COVID19,,Neutral
1175,This week on The Project as apptotable dining becomes the new norm we bring you the story of SkipTheDishes Ca ,,Neutral
1176, NMoekijat Giliran Prancis merampas masker buatan Swedia yg akn dikirim ke Spanyol amp Italia dg cara yg sama Canada meradang karena keb,,Neutral
1177, RelishWorks Join us for our next digital meetup With RestaurantsCA GFSDelivers amp DLAPiperCanada Canada restaurants restaurant,,Neutral
1178,How Islanders are thanking frontline workers without saying a word  pei ,,Neutral
1179, LeDevoir Coronavirus le point sur la pandmie de COVID19 au Canada  Mardi 7 avril ,,Neutral
1180, PublicCitizen Could lose health care access due to getting fired Australia 0Belgium 0Canada 0Chile 0Denmark 0Finland 0,lose,Negative
1181, UFCWCanada On WorldHealthDay we thank those on the front lines doing incredible work during the COVID19 pandemic Thank you for a,"incredible,thank,work",Positive
1182, Michael46830937 The JustinTrudeau knows no limit to stupidity as karinagould announced squandering another 100 million to fight COV,"limit,stupidity",Negative
1183, NewsHour The company said Monday that its started construction on the longstalled Keystone XL oil sands pipeline across the USCan,,Neutral
1184,DYK that here in Canada 80 of Canadians will suffer from a bone and joint related injury at some point in their l ,"injury,suffer",Negative
1185,PaolaPabonC CompromisoRC Saludos desde Toronto Canad  Estaremos pendiente De esta injusticia Hasta la victoria Siempre,,Neutral
1186,Heavy snow coming to Northern New Brunswick this Thursday Will you be digging out your Easter eggs with a shovel ,,Neutral
1187, PublicCitizen People who lost employertied health insurance in March Australia 0Belgium 0Canada 0Chile 0Denmark 0Finlan,lost,Negative
1188, WestviewAl AAAAARRRGGGGH Goddamned that bloody American owned propaganda shitrag Postmedia Two fking articles shiteposting hi,"bloody,propaganda",Negative
1189, eriatarrka I just applied for CERB in Canada It offers 2000mo for any resident who lost their job due to COVID19 I will receive a,lost,Negative
